,city,latitude,longitude,attacktype,targtype,targsubtype,target,weaptype,weapsubtype,gname,Month,Day,Year
236,Srinagar,34.083658,74.797368,2036,876,296,Srinagar Secretariat,2121,75,1414,5,7,2000
237,Mumbai,19.075984,72.877656,437,66,8,Ashramshala girls hostel,20,403,5,5,8,2000
238,Mandi Pora,33.561228,75.205876,200,876,315,Ghulam Hassan Bhat,2121,315,88,5,15,2000
239,Mandi Pora,33.561228,75.205876,200,876,315,Mr. Ghulam Hassan Bhat,2121,80,88,5,15,2000
240,Srinagar,34.083658,74.797368,2036,876,143,Kashmir State Assembly building in Srinagar,2121,43,1414,5,19,2000
241,Machilipatnam,16.182826,81.133869,2036,66,35,Indiscriminate Christians at an Evangelical Gathering in Machilipatnam,2121,674,1414,5,21,2000
242,Baghber,23.499531,91.238136,1514,1538,447,Indiscriminate Civilians in the Village of Baghber,1813,1564,62,5,21,2000
243,Imphal,24.764167,93.899444,2036,876,1,Prime Minister Atal Behari Vajpayee,2121,674,33,5,20,2000
244,Srinagar,34.083658,74.797368,2036,876,296,Civil Secretariat Building in Srinagar,2121,533,1414,5,22,2000
245,Srinagar,34.083658,74.797368,2036,12,8,Indiscriminate Civilians in a Tourist Area of Srinagar,2121,674,1414,5,28,2000
246,Srinagar,34.083658,74.797368,2036,786,433,A Police Party in Srinagar,2121,533,1414,5,29,2000
247,Shopian,33.717003,74.836092,2036,313,86,"Major M V Ramnee and Three of his men, on Patrol in Shopian",2121,533,1414,5,29,2000
248,Magam,34.091914,74.589914,200,876,315,"Moulvi Iftikhar Ansari, a Senior Legislator of the Opposition Congress Party",2121,533,1414,6,2,2000
249,Borkhola,24.929947,92.745496,2036,313,77,Indian soldiers,2121,80,106,6,3,2000
250,Srinagar,34.069935,74.793683,1514,786,433,Policemen in Batmaloo,1813,1564,18,6,4,2000
251,Srinagar,34.064209,74.807577,1514,786,433,Policemen in Wazirbagh,1813,1564,18,6,4,2000
252,Srinagar,34.078661,74.765892,1514,1538,447,Indiscriminate Civilians in Bemina,1813,1564,1414,6,4,2000
253,Srinagar,34.083658,74.797368,2036,786,164,A Police Headquarters in Srinagar,2121,533,1414,6,7,2000
254,Vasco da Gama,15.386033,73.84404,2036,66,35,St Andrews's Church in Vasco,2121,674,92,6,8,2000
255,Tadepalligudem,16.814087,81.526761,2036,66,35,RCM Church in Tadepalliguden,2121,674,92,6,8,2000
256,Ongole,15.505646,80.047686,2036,66,35,Jewitt Memorial Baptist Church in Ongole,2121,674,92,6,8,2000
257,Wadi,17.062432,76.981588,2036,66,35,St Anne's Roman Catholic Church in Wadi,2121,674,92,6,8,2000
258,Jalandhar,31.326015,75.576183,1514,66,19,"Ashish, an Indian Christian Priest",243,181,1414,6,11,2000
259,Asarfi,25.096074,85.313119,1514,1538,266,Landlords of the upper caste,1813,1564,92,6,12,2000
260,Kunzer,34.084253,74.504122,200,876,315,"Ghulam Muhammad Reshi, a Block President of the National Conference Party",1813,180,1414,6,13,2000
261,Lengdenpokse,24.663717,93.906269,1514,1538,66,Indian civilians riding in a vehicle,1813,1564,1414,6,25,2000
262,Guntur,16.301849,80.436592,2036,66,35,Markas Mosque in Guntur,2121,674,1414,6,25,2000
263,Srinagar,34.083658,74.797368,2036,876,296,"Civil Secretariat in Kashmir, Chief Minister Farooq Abdullah",2121,533,1414,6,28,2000
264,Kailasahar,24.318984,91.997804,592,1538,266,"Bipin Behari Tandon, the manager of four tea gardens",1813,1564,62,7,2,2000
265,Hubli,15.364708,75.123955,2036,66,35,St. Lutheran Protestant Church in India,2121,674,1414,7,8,2000
266,Jalpaiguri,26.524343,88.719706,127,130,16,Two headmasters in West Bengal,371,403,5,8,7,2000
267,Ladakh,34.0,78.0,1514,66,19,Monks at the Rungdum monastery,1813,1564,1414,7,12,2000
268,Hasker,24.123729,83.834044,1514,1538,447,Brahmins in Hasker,1813,1564,61,7,13,2000
269,Bongaigaon,26.479468,90.556866,2036,417,23,An oil refinery in western Assam,2121,43,106,7,13,2000
270,Karbi Anglong district,26.001459,93.499242,1514,1538,25,Civilians and property in the village of Rongkuri,243,181,3,7,16,2000
271,Karbi Anglong district,25.960734,93.497468,1514,1538,25,Civilians and property in the village of Diklam,243,181,3,7,16,2000
272,Sarupathar,26.194196,93.866902,1514,1538,447,Villagers from Serapathar village in Assam state,243,181,1414,7,19,2000
273,Jalandhar,31.326015,75.576183,2036,368,74,A Bus in Jullundur,2121,674,1414,7,24,2000
274,Sopore,34.286763,74.462401,200,876,315,"Ghulam Jeelani Wani, the president of the Jammu and Kashmir Democratic Freedom Party and general secretary of the Baramulla Bar Association",1813,1564,8,7,24,2000
275,Unknown,26.275268,92.953375,2036,368,205,Freight train,2121,674,106,7,30,2000
276,Gulmarg,34.047272,74.385853,2036,12,8,Hindu pilgrims in Gulmarg,2121,533,1414,7,30,2000
277,Unknown,26.275268,92.953375,2036,368,205,Passenger Train in Assam,2121,674,1414,7,30,2000
278,Gajanur,11.766133,77.004724,592,1538,266,"Rajkumar, a famous actor; his son-in-law; and two civilians",1813,11,2,7,30,2000
279,Srinagar,34.083658,74.797368,2036,1538,16,Civilians in the vicinity of a garbage can near Dal Lake in Srinagar,2121,533,88,8,12,2000
280,Pahalgam,34.016075,75.31498,1514,1538,48,"Civilians traveling to a shrine close to Pahalgam base camp in Kashmir, India",1813,180,1414,8,1,2000
281,Srinagar,34.071928,74.814889,2036,313,86,"Indian Security Forces in the Regal Chowk area in Srinagar, India",2121,75,88,8,10,2000
282,Kud,33.079037,75.29384,2036,313,66,Members of the Border Security Force (BSF) paramilitary traveling between Jammu and Srinagar,2121,265,88,8,13,2000
283,Jammu,32.726602,74.857026,2036,313,66,Members of the Border Security Force (BSF) paramilitary,2121,265,88,8,13,2000
284,Srinagar,34.083658,74.797368,2036,1538,78,Civilians in or near the pleasure gardens,2121,674,88,8,13,2000
285,Srinagar,34.083658,74.797368,2036,1538,447,Civilians and structures on Boulevard Road,2121,674,88,8,13,2000
286,Razabad,25.892778,81.043889,2036,368,205,"Muzaffarpur to Ahmedabad train in Rauzabad, India",2121,674,1414,8,14,2000
287,New Delhi,28.632381,77.220004,2036,1538,19,Civilians celebrating Independence Day in India,2121,315,88,8,10,2000
288,Bijbehara,33.792909,75.103907,2036,786,433,Police officers in Bijbehara town,2121,533,29,8,16,2000
289,Kot Dhara,33.393333,74.3775,1514,1538,48,Hindu civilians in Koddara village,1813,180,12,8,17,2000
290,Ind,33.2175,75.031667,1514,1538,48,"Members of the Mir Chand family, a Hindu family",1813,180,12,8,19,2000
291,Imphal,24.817011,93.936844,1514,25,21,"T.H. Brajamani Singh, the editor of Manipur News",1813,1564,8,8,20,2000
292,Gargaon,26.926951,94.74266,200,876,315,"Mohini Basumatary, a member of the Bodo Legislative Assembly",1813,1564,106,8,21,2000
293,Bogribari,26.199283,90.127707,1514,1538,447,Civilian woodcutters collecting firewood in Assam,1813,180,106,8,22,2000
294,Imphal,24.721314,93.939385,2036,25,21,"Lamyanba, a daily newspaper",2121,674,29,8,26,2000
295,Jirania,23.826754,91.431903,1514,66,19,Shanti Tripura and his companion,1813,1564,62,8,27,2000
296,Sangrama,34.24437,74.449611,200,66,8,"Maulvi Iftikhar Hussain Ansari, Shi'a leader",2121,265,1414,9,1,2000
297,Leh district,34.152586,77.577053,1514,313,77,Indian Army,1813,1564,88,9,1,2000
298,Anantang district,33.731125,75.148701,1514,786,171,Indian Army Patrol at Utrosou Village,1813,1564,1414,9,1,2000
299,Kupwara District,34.526179,74.254614,1514,876,315,"The family of Rafiq Nelo, a member of the Ikhwan",1813,1564,1414,9,8,2000
300,Dumariyan,25.630775,84.725679,1514,86,73,Supporters,382,46,2,9,9,2000
301,Budgam District,34.021244,74.722282,1514,313,63,"34 Rashtriya Rifles Camp, Beerwa, Budgam District, Jammu and Kashmir State",1813,1564,100,9,12,2000
302,Karbi Anglong district,25.960734,93.497468,1514,786,171,"Police convoy carrying a United Peoples Democratic Solidarity (UPDS) organization prisoner, near Borlangpha town",1813,180,50,9,13,2000
303,Narkopi,23.381934,84.963592,1514,1538,48,Muslim landowners and tribal members,1813,1564,24,9,13,2000
304,Srinagar,34.083658,74.797368,592,876,315,"Ilyas Ahmad Pir, local BJP leader in the Srinagar area",1813,1564,1414,9,14,2000
305,Bandipora,34.419539,74.63827,1514,786,164,Jammu and Kashmir State Police Guard room at Bandipore,1813,180,1414,9,15,2000
306,Surankot district,33.63987,74.263416,2036,313,86,"Indian Army patrol at Fazlabad village, Surankote District, Jammu and Kashmir State",2121,674,1414,9,15,2000
307,Thanamandi,33.538588,74.369286,1514,786,164,Jammu and Kashmir State Police Station at Thanna Mandi town,2121,43,1414,9,15,2000
308,Srinagar,34.083658,74.797368,2036,786,171,Police Vehicle,2121,533,1414,9,18,2000
309,Dhalai district,23.846698,91.909924,2036,1538,447,Tribal members in Tripura state,2121,674,3,9,18,2000
310,Pattapani,33.778175,76.576171,2036,1538,447,Citizens of Kashmir,2121,61,1414,9,23,2000
311,Rajouri,33.371715,74.315313,2036,313,63,Citizens of Rajouri,2121,43,1414,9,24,2000
312,Thakur Bigha,25.093611,84.473889,1514,1538,186,Yadav Family,1813,1564,8,9,30,2000
313,Poonch District,33.767001,74.092404,1514,1538,186,Family of Gulzar Hussain,1813,1564,1414,9,30,2000
314,Srinagar,34.072251,74.813614,2036,786,171,A security patrol in Srinagar,2121,533,29,10,11,2000
315,Bhojpur,25.468817,84.519985,1514,1538,186,"Govind Mahato, Arvind Kumar, Satyendra Yadav, Ranjit Sharma and Bipin Kumar; lower caste Hindus in Bihar state",1813,1564,1,10,14,2000
316,Anantnag,33.741701,75.162564,2036,313,63,Indian Army base in Anchidora,2121,533,1414,10,18,2000
317,Sopore,34.279614,74.450684,2036,313,77,Indian Soldiers Traveling in Sopore,2121,674,1414,10,18,2000
318,Srinagar,34.089336,74.796608,2036,313,63,Indian Army Bunker in the Nawab Bazar Locality in Srinagar,2121,533,1414,10,18,2000
319,Udhampur district,32.914059,75.142965,2036,313,63,A Border Security Force Post in the Lapri Village,2121,75,1414,10,21,2000
320,Tinsukia,27.489193,95.355318,1514,1538,78,Unknown,1813,180,238,10,23,2000
321,Naholia,26.188302,92.951527,1514,1538,78,Unknown,1813,180,238,10,23,2000
322,Nagpur,21.1458,79.088155,1514,66,35,Believers Church in Nagpur,1813,180,1414,10,23,2000
323,Dhalai district,23.851951,91.907002,2036,1538,55,Civilians in a jeep in Tripura,2121,674,2,10,24,2000
324,Bathinda,30.210994,74.945475,2036,368,205,A passenger train in Punjab state,2121,315,1414,10,26,2000
325,Nalbari,26.444112,91.44136,1514,1538,48,Hindu devotees leaving a temple in Nalbari town,1813,1564,238,10,27,2000
326,Surankot,33.639869,74.263416,437,786,164,Paramilitary camp in Surankote in Poonch district,1813,1564,100,10,27,2000
327,Imphal,24.817011,93.936844,1514,313,66,Members of the Assam Rifles,1813,1564,1414,11,2,2000
328,Mazhom,34.102222,74.621389,2036,1538,447,People along the Srinagar-Gulmarg road,2121,265,1414,11,3,2000
329,Barpeta district,26.330303,91.004374,1514,1538,266,Laborers in Sukrungbari village,1813,1564,106,11,8,2000
330,North Tripura district,24.079714,92.263039,2036,1538,447,Tribal members in Tripura state,2121,674,2,11,15,2000
331,Barpeta district,26.353393,91.104441,1514,417,51,A tea executive from an Assam tea company,1813,1564,106,11,16,2000
332,Simuluguri,26.921654,94.756588,1514,1538,447,Family members and workers of a business man in Assam state,1813,180,238,11,17,2000
333,Agartala district,23.831457,91.286778,1514,1538,66,Bengali villagers in Boroholdi village,1813,1564,62,11,19,2000
334,Jammu,32.726602,74.857026,1514,1538,55,Civilian Truck drivers,1813,1564,1414,11,21,2000
335,Kishtwar,33.313294,75.763367,592,1538,48,Hindu Civilians,1813,1564,100,11,24,2000
336,Lungsung,26.636002,90.337053,1514,1538,447,Residents of Kokrajha village,1813,1564,106,11,24,2000
337,Jagara,26.362324,91.383042,1514,1538,447,Citizens of Jagra village,1813,1564,7,11,25,2000
338,Kumrighata,26.44295,91.441519,1514,1538,447,Citizens of Kumrighata village,1813,1564,7,11,25,2000
339,Bongaigaon,26.479468,90.556866,1514,417,221,Hindu civilians at a railway laborers' colony in Bongaigaon,1813,180,238,11,30,2000
340,Pattan,34.16047,74.555116,2036,786,171,"Security Vehicle-Patton, India",2121,533,1414,12,1,2000
341,Srinagar,34.071901,74.804964,2036,786,171,"Security Vehicle-Jehangir Chowk, India",2121,533,1414,12,1,2000
342,Srinagar,34.071901,74.804964,2036,1538,447,"Civilians in Jehangir Chowk, India",2121,75,1414,12,1,2000
343,Srinagar,34.071901,74.804964,2036,1538,447,"Civilians in Jehangir Chowk, India",2121,75,1414,12,1,2000
344,Sarju,33.778175,76.576171,1514,876,296,"Jallanmarh-Sarjao Village Defense Committee member, Gyan Singh's, residence",2121,533,1414,12,1,2000
345,Sugnu,24.293794,93.877609,592,66,19,Rev Fr Jacob Chittinapilly,1813,1564,8,12,2,2000
346,Qazigund,33.592697,75.165839,1514,1538,447,Civilians on a passenger bus,1813,1564,1,12,3,2000
347,Tinsukia district,27.491929,95.347833,1514,417,221,"Civilians in Tinsukia, Assam",1813,180,238,12,7,2000
348,Lalpora,34.542597,74.462821,2036,786,433,"Special Police Officer, Abdul Qadoos S/o Munna R/o Lalpora, Lolab",2121,43,1414,12,10,2000
349,New Delhi,28.632381,77.220004,2036,786,171,Border Security Force vehicle in the Qamarwari outskirts of New Delhi,2121,265,18,12,11,2000
350,Arwani,33.788992,75.05077,2036,876,296,"Ali Mohammad Sagar, the Public Works Minister",2121,533,29,12,13,2000
351,Brahmchak,25.207514,84.974297,1514,86,73,Members,1813,1564,61,12,17,2000
352,Wokha district,26.091035,94.258974,2036,1538,9,Students traveling on a bus in Nagaland,2121,61,1414,12,18,2000
353,New Delhi,28.632381,77.220004,437,313,63,"The ""Red Fort""-Indian Army Post in New Delhi, India",1813,180,100,12,22,2000
354,Unknown,33.778175,76.576171,2036,313,63,"Indian Army headquarters in Kashmir, India",2121,75,8,12,25,2000
355,Keshpur,22.556913,87.461815,1514,876,315,Trinamool Congress,1813,1564,4,1,3,2001
356,Poonch,33.767001,74.092404,1514,313,77,Indian soldiers stationed in Poonch,1813,180,88,1,5,2001
357,Srinagar,34.083658,74.797368,2036,313,66,Indian paramilitary in Kashmir,2121,533,1414,1,5,2001
358,Dhalai district,23.851951,91.907002,592,368,205,Indian railway workers,1813,1564,62,1,7,2001
359,Sopore,34.286763,74.462401,2036,313,18,A security vehicle and troops in Sopore,2121,533,4,1,7,2001
360,Dhalai district,23.846698,91.909924,592,417,142,Indian railway workers,1813,1564,62,1,7,2001
361,Diphu,25.846914,93.429764,1514,1538,186,Benson Ingti and his family,1813,1564,7,1,7,2001
362,Srinagar,34.083658,74.797368,2036,89,67,Central Telegraph Office in Srinagar,2121,674,1414,1,9,2001
363,Srinagar,34.083658,74.797368,200,876,315,Shahid ul Islam,1813,1564,1414,1,9,2001
364,Srinagar,34.083658,74.797368,200,876,296,Farooq Abdullah,2121,533,1414,1,14,2001
365,Rosera,25.756786,86.027462,1514,86,73,Meeting,1813,180,1414,1,15,2001
366,Srinagar,34.002039,74.762446,2036,3,1,Srinagar airport,2121,533,100,1,16,2001
367,Srinagar,34.083658,74.797368,2036,368,221,Kashmir public transportation in Srinagar,2121,265,1414,1,21,2001
368,Jammu,32.726602,74.857026,2036,876,315,Sher-e-Kashmir Bhawan,2121,674,92,1,21,2001
369,Bishnupur,26.674331,91.388518,1514,1538,266,Woodcutters living in Bishnupur-Sankuchi village,1813,180,238,1,22,2001
370,Diphu,25.846914,93.429764,2036,1538,447,Civilians living in Diphu,2121,674,29,1,24,2001
371,Rishikesh,30.106756,78.298845,2036,368,74,"A UP Road Transport Corporation bus travelling from Delhi to Rishikesh, India",2121,674,1414,1,26,2001
372,Srinagar,34.054023,74.817759,1514,1538,48,Sikh civilians in the vicinity of Mahjoor Nagar,1813,1564,4,2,3,2001
373,Saloha,33.029167,75.080556,1514,1538,447,"Three members of the Village Defense Committee, their relatives, and their houses",2121,533,1414,2,9,2001
374,Srinagar,34.083658,74.797368,1514,786,164,Police personnel at a high-security police facility in Srinagar,2121,533,100,2,9,2001
375,Anantnag,33.733336,75.148983,1514,876,296,"P.L. Handoo, the state Law Minister of Jammu and Kashmir",1813,1564,29,2,10,2001
376,Charar-i-Sharif,33.8629,74.766298,2036,876,315,"Ali Mohammad Bhat, an official from National Conference",2121,674,1414,2,14,2001
377,Lalpora,34.542597,74.462821,2036,1538,16,Children in a playground,2121,674,1414,2,19,2001
378,Sodal,34.370951,74.214998,1514,876,315,"Wali Mohammad Khan, a National Conference activist",1813,1564,29,2,20,2001
379,Agartala,23.831862,91.287127,200,876,315,"Madhusudan Saha, an opposition MLA on Tripura Congress",1813,1564,8,2,20,2001
380,Tarzoo,34.270544,74.497108,2036,1538,266,"Abdul Ghani Bhat, a Kashmiri separatist leader and the chairman of the All Party Hurriyat Conference",2121,533,1414,2,22,2001
381,Kishtwar,33.313294,75.763367,1514,1538,447,Two civilians at Kishtwar,1813,1564,29,2,23,2001
382,Bagdam district,34.011779,74.774668,127,876,315,"Noor Mohammad Shah, the Deputy Block President for the National Conference",371,403,29,2,26,2001
383,Manjapu,33.778175,76.576171,2036,786,433,Jammu and Kashmir Police and Indian Reserve Police,2121,533,1414,3,2,2001
384,Bampu,23.561326,91.634788,1514,313,66,Central Reserve Police Force personnel near the town of Bampu,1813,1564,62,3,3,2001
385,Dangarpora,34.142813,74.50751,1514,876,315,"Ghulam Mohammad Bhat, a National Conference activist",1813,1564,29,3,1,2001
386,Surankot,33.639869,74.263416,1514,313,63,Soldiers in an army camp at Surankot,1813,1564,1414,3,5,2001
387,Fulkumari,26.516287,90.156602,1514,1538,186,Ishan Mushary; Susanta Mushary; Nepal Basumatri; Ranjit Mushary; Sachin Rava,1813,1564,29,3,6,2001
388,Veelu,33.778175,76.576171,2036,313,18,Indian army in a vehicle in Veelu,2121,265,1414,3,13,2001
389,Imphal,24.817011,93.936844,2036,1538,78,Civilians in a market in the town of Imphal,2121,674,9,3,13,2001
390,Baramulla district,34.205618,74.35399,2036,368,29,Bus stand,2121,533,29,3,13,2001
391,Kulipora,33.778175,76.576171,200,876,315,Ghulam Mohammad Ganai,1813,1564,29,3,17,2001
392,Ramgaon,26.613806,91.740436,1514,1538,15,Eleven Adivasi tribal farmers,1813,1564,106,3,18,2001
393,Sonpah,34.010443,74.603442,200,876,315,Safdar Malik,1813,1564,29,3,22,2011
394,Manu,23.997294,91.9906,127,1538,55,Civilian vehicle convoy outside Manu,371,403,62,3,24,2001
395,Srinagar,34.083658,74.797368,1514,786,433,88 Battalion of the Central Reserve Police Force,1813,1564,100,3,26,2001
396,Tendongyan,24.909554,93.875824,2036,786,171,15th Jat Regiment soldiers patrolling Ichum Lairembi,2121,674,1414,3,29,2001
